,0,1,2,3,4
568,,KNoList=126170/126171/126172 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
569,ParamList=15367/0036////0/500 ,KurumaInfo=126170/6/¿ﬁ≤ ¬/20/√ÿµΩ∑Øƒﬁ 660 DOHC ¿∞Œﬁ/15367/0011 0012 0023 0024 0036/ABA-J111G/0608/1206/EFDET/660,,,
570,LCResult=lcLoggedIn,,,,
571,ParamList='0059'/-1///0,,,,
572,LCResult=lcLoggedIn,,,,
573,KNo=139480 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260 ,parSyadaiNo=0,
574,ParamList=12106/0001////0/500 ,KurumaInfo=114289/1/ƒ÷¿/93/bB 1300 DOHC/12106/0001 0002/CBA-NCP30/0402/0512/2NZFE/1300,,,
575,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
576,LCResult=lcLoggedIn,,,,
577,,KNoList=141235/147271/146056/149057/152098/154665/149059/152101/154667/145026/146057/141237/146058/149055/152102/154663/141236/147272/146059/149058/152099/154666/152100/154668/145025/146060/141238/146061/149056/152103/154664/141239/146070/149074/152123/149076/152126/145018/146071/141241/146072/149072/152127/141240/146073/149075/152124/152125/145017/146074/141242/146075/149073/152128/142125/146090/149090/152148/149092/145014/146091/142127/146092/149457/149087/152149/152150/152151/154681/149088/142126/146093/149091/142128/146094/149458/149089/154682/141243/146054/146247/146866/149053/149588/150110/152104/152106/152108/154661/154914/141244/146055/146867/149054/150111/152105/152107/154662/141245/146076/... ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
578,,KNoList=141235/147271/146056/149057/152098/154665/149059/152101/154667/145026/146057/141237/146058/149055/152102/154663/141236/147272/146059/149058/152099/154666/152100/154668/145025/146060/141238/146061/149056/152103/154664/141239/146070/149074/152123/149076/152126/145018/146071/141241/146072/149072/152127/141240/146073/149075/152124/152125/145017/146074/141242/146075/149073/152128/142125/146090/149090/152148/149092/145014/146091/142127/146092/149457/149087/152149/152150/152151/154681/149088/142126/146093/149091/142128/146094/149458/149089/154682/141243/146054/146247/146866/149053/149588/150110/152104/152106/152108/154661/154914/141244/146055/146867/149054/150111/152105/152107/154662/141245/146076/... ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
579,,KNoList=141235/147271/146056/149057/152098/154665/149059/152101/154667/145026/146057/141237/146058/149055/152102/154663/141236/147272/146059/149058/152099/154666/152100/154668/145025/146060/141238/146061/149056/152103/154664/141239/146070/149074/152123/149076/152126/145018/146071/141241/146072/149072/152127/141240/146073/149075/152124/152125/145017/146074/141242/146075/149073/152128/142125/146090/149090/152148/149092/145014/146091/142127/146092/149457/149087/152149/152150/152151/154681/149088/142126/146093/149091/142128/146094/149458/149089/154682/141243/146054/146247/146866/149053/149588/150110/152104/152106/152108/154661/154914/141244/146055/146867/149054/150111/152105/152107/154662/141245/146076/... ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
580,,KNoList=141235/147271/146056/149057/152098/154665/149059/152101/154667/145026/146057/141237/146058/149055/152102/154663/141236/147272/146059/149058/152099/154666/152100/154668/145025/146060/141238/146061/149056/152103/154664/141239/146070/149074/152123/149076/152126/145018/146071/141241/146072/149072/152127/141240/146073/149075/152124/152125/145017/146074/141242/146075/149073/152128/142125/146090/149090/152148/149092/145014/146091/142127/146092/149457/149087/152149/152150/152151/154681/149088/142126/146093/149091/142128/146094/149458/149089/154682/141243/146054/146247/146866/149053/149588/150110/152104/152106/152108/154661/154914/141244/146055/146867/149054/150111/152105/152107/154662/141245/146076/... ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
581,,KNoList=141235/147271/146056/149057/152098/154665/149059/152101/154667/145026/146057/141237/146058/149055/152102/154663/141236/147272/146059/149058/152099/154666/152100/154668/145025/146060/141238/146061/149056/152103/154664/141239/146070/149074/152123/149076/152126/145018/146071/141241/146072/149072/152127/141240/146073/149075/152124/152125/145017/146074/141242/146075/149073/152128/142125/146090/149090/152148/149092/145014/146091/142127/146092/149457/149087/152149/152150/152151/154681/149088/142126/146093/149091/142128/146094/149458/149089/154682/141243/146054/146247/146866/149053/149588/150110/152104/152106/152108/154661/154914/141244/146055/146867/149054/150111/152105/152107/154662/141245/146076/... ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
582,ParamList=//ZRR80///0/500 ,KurumaInfo=141235/1/ƒ÷¿/103/…± 2000 DOHC/17697/0001-0014/DBA-ZRR80G/1401/1601/3ZRFAE/2000,,,
583,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
584,LCResult=lcLoggedIn,,,,
585,KNo=130989 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
586,ParamList=16047/0004////0/500 ,KurumaInfo=130985/1/ƒ÷¿/28/¿≥›¥∞Ω 1500  ﬁ›/16047/0003 0004 0011 0012 0020/ABF-S402M/0801/1404/3SZVE/1500,,,
587,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
588,LCResult=lcLoggedIn,,,,
589,KNo=69889 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300 ,parSyadaiNo=0,
590,ParamList=7527/0047////0/500 ,KurumaInfo=69889/2/ì˙éY/61/±Õﬁ∆∞Ÿ∂∞∫ﬁ 2000 DSL/7527/0047 0065/KB-VSW10/9508/9906/CD20/2000,,,
591,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
592,,KNoList=141900/141901/141902/141903 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
593,ParamList=17803/0013////0/500 ,KurumaInfo=141900/1/ƒ÷¿/165/⁄∏ªΩNX 2000 DOHC ¿∞Œﬁ/17803/0001-0055/DBA-AGZ15/1407/1709/8ARFTS/2000,,,
594,ParamList='1378074P'/-1///0,,,,
595,,KNoList=143307/147408/147969/147970/143308/147407/147971/147972/144070/147973/147974/144074/144075/144071/144072/147975/147976/144076/144077/144073/143309/143311/147977/147979/143310/143312/147978/147980/143313/147981/143314/147982/143315/147985/143316/147986/147903/147905/147904/147906/144078/147983/144080/147984/144079/147987/144081/147988/147907/147909/147908/147910 ,HinList=1660/1680/1700/1720/1721/1722/1723/1725 ,MkrList=2300/2300/2300/2300/2300/2300/2300/2300,
596,ParamList=//MK42S///0/500 ,KurumaInfo=143307/8/ΩΩﬁ∑/42/ΩÕﬂ∞º± 660 DOHC/18094/0001/DAA-MK42S/1503/1612/R06A/660,,,
597,ResultList=Engineer-1/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=D4-5D-64-26-30-F4,
598,ResultList=engineer-5/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-75,
599,LCResult=lcLoggedIn,,,,
600,KNo=106849 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260 ,parSyadaiNo=0,
601,KNo=106849 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280 ,parSyadaiNo=0,
602,ParamList='MR592351'/84457367/€±∞±∞—(LH)/SUN(TOKAI)/0,,,,
603,ParamList='SPL-M51L'/84457367/€±∞±∞—(LH)/SUN(TOKAI)/0,,,,
604,KNo=106849 ,HinList=3840/3841/3842/3845/3800/3801/3802/3843/3844/4741/4742/3803/4740/5740 ,MkrList=2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020/2020 ,parSyadaiNo=0,
605,ParamList='DAC4074W-6CS61'/46521102/F. ÃﬁB/G IN/KOYO(JTEKT)/0,,,,
606,KNo=106849 ,HinList=3320/3321/3320/3321/3040/3080/3041/3081/3120/3121/3122/3123/3042/3082/3160/3161/3162/3163/3200/3201/3202/3205/3206/3207/3208/3245/3246/3247/3248/3240/3241/3242/3280/3281/3282/3920/3921/3922/3960/3961/3962/3963/4000/4001/4002/4003/4040/4080/4081/4082/4083/4084/4085/4160/4180/4200/4220/4230/4260/4261/4262/4300/4340/4360 ,MkrList=4280/4280/3600/3600/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600 ,parSyadaiNo=0,
607,ParamList=11614/0013////0/500 ,KurumaInfo=106849/3/éOïH/41/ ﬂºﬁ™€ –∆ 660/11614/0013 0015 0017 0019 0021 0023/TA-H58A/0209/0512/4A30/660,,,
608,LCResult=lcLoggedIn,,,,
609,LCResult=lcLoggedIn,,,,
610,ParamList='24VH3'/-1///0,,,,
611,ParamList='24VH3'/-1///0,,,,
612,ParamList=//XZV675///0/500 ,KurumaInfo=,,,
613,ParamList=//XZV675M///0/500 ,KurumaInfo=,,,
614,,KNoList=128300/133228/142809/142580/141278/145290/145291/145292/137252/147410/128299/133229/141279/128307/133230/141280/145287/145288/145289/128308/137260/145285/136318/145286/128301/128302 ,HinList=2120/2121/2122/2123/2124/2125/2140/2141/2142/2260 ,MkrList=2280/2280/2280/2280/2280/2280/2280/2280/2280/2280,
615,ParamList=//L575S///0/500 ,KurumaInfo=128300/6/¿ﬁ≤ ¬/42/—∞Ãﬁ ∫›√ 660 DOHC/16138/0005-0008 0019-0022 0033 0034 0043 0044/DBA-L575S/0808/1307/KFVE/660,,,
616,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
617,KNo=106015 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/... ,parSyadaiNo=0,
618,ParamList=11405/0606////0/500 ,KurumaInfo=106015/8/ΩΩﬁ∑/11/∑¨ÿ∞ 660 ƒ◊Ø∏/11405/0605 0606/LE-DA63T/0205/0601/K6A/660,,,
619,KNo=138126 ,HinList=1800/1801/1802/1803/1804/1805/1806/1807/1840/1900/1880/1920/1840/1880/1900/1920/1960/2000/2001/2002/2003/2004/2005/2006/2007 ,MkrList=4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/4260/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040/1040 ,parSyadaiNo=0,
620,ParamList=17346/0601////0/500 ,KurumaInfo=138126/8/ΩΩﬁ∑/16/‹∫ﬁ›R 660 DOHC/17346/0601 0625/DBA-MH34S/1209/1408/R06A/660,,,
621,LCResult=lcLoggedIn,,,,
622,,KNoList=108711/111239 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
623,ParamList=//FE83EEN///0/500 ,KurumaInfo=108711/3/éOïH/16/∑¨›¿∞ 5200 ‹≤ƒﬁ DSL///KK-FE83EEN/0206/0301/4M51/5200,,,
624,KNo=113099 ,HinList=2580/2600/2620/2660/2660/2660/2660/2680/2680/2680/2680/2670/2700/2700/2700/2700/2840/2860/2880/2900/2760/2780/2800/2820 ,MkrList=2660/2660/2660/2200/4600/2660/1040/2200/4600/2660/1040/1040/2200/4600/2660/1040/2200/2200/2200/2200/4280/4280/4280/4280 ,parSyadaiNo=0,
625,ParamList=11642/0006////0/500 ,KurumaInfo=113099/8/ΩΩﬁ∑/29/±Ÿƒ ◊ ﬂ› 660 DOHC ¿∞Œﬁ/11642/0006/TA-HE21S/0309/0705/K6AT/660,,,
626,ResultList=engineer-9/0552280333//ucOkMultiChild/lcNotLogin/ukcMatch/fkey2.ini/v8net.exe/19700101090000/20190510134635/ ,WinVer=wvWin10 ,Win64=1 ,UKey=7C-10-C9-1C-AD-5A,
627,ParamList='7289378A40'/-1///0,,,,
628,ParamList='7289378A31'/-1///0,,,,
629,,KNoList=125596/125603/125604/125597/125605/125606/126898/126897/131261/125591/126894/150797/152192/125592/126900/126895/150798/126899/131257/131258/133010/139864/139865/133007/139862/139863/133009/125595/125601/125602/143709/125590/126893/134784/125594/125599/125600/125589/139861/150796/152191/125598/125607/125608/131262/131263/125593/126896/131259/131260/133012/150799/133008/139868/139869/133011/139866/139867/150800 ,HinList=2300/2301/2302/2303/2340/2341/2342/2343/2344/2345/2346/2380/2420/2421/2422/2423/2460/2480/5220 ,MkrList=2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2840/2840/2840/2840/2290/2290/2180,
630,ParamList='1588A136'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
631,ParamList='1588A136'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
632,ParamList='1588A136'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
633,ParamList='1588A136'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
634,ParamList='2πégóp'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
635,ParamList='1588A136'/41482733/O2æ›ª∞/NGK(NTK)/0,,,,
636,,KNoList=125596/125603/125604/125597/125605/125606/126898/126897/131261/125591/126894/150797/152192/125592/126900/126895/150798/126899/131257/131258/133010/139864/139865/133007/139862/139863/133009/125595/125601/125602/143709/125590/126893/134784/125594/125599/125600/125589/139861/150796/152191/125598/125607/125608/131262/131263/125593/126896/131259/131260/133012/150799/133008/139868/139869/133011/139866/139867/150800 ,HinList=2300/2301/2302/2303/2340/2341/2342/2343/2344/2345/2346/2380/2420/2421/2422/2423/2460/2480/5220 ,MkrList=2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2840/2840/2840/2840/2290/2290/2180,
637,ParamList=//CV5W///0/500 ,KurumaInfo=125596/3/éOïH/75/√ﬁÿ∂ D:5 2400 DOHC/15642/0509-0524/DBA-CV5W/0705/1001/4B12/2400,,,
638,ParamList='W44DX-88'/88054149/ª∞”(ïWèÄ)/ëΩñÄãªã∆/0,,,,
639,,KNoList=118703/118706 ,HinList=2500/2501/2502/2503/2504/5100/5100 ,MkrList=3420/3420/3420/3420/3420/3860/2290,
640,,KNoList=118703/118706 ,HinList=8130/8160/5100/5100 ,MkrList=2100/2100/3860/2290,
641,ParamList=15132/0013////0/500 ,KurumaInfo=118703/8/ΩΩﬁ∑/22/¥Ãﬁÿ® 660 DOHC/15132/0013/EBD-DA64V/0508/1005/K6A/660,,,
642,ParamList='44305-TC031'/41424657/œÃ◊∞(R)/HST(í“ËcçHèä)/0,,,,
643,ParamList='44305-TC031'/41424657/œÃ◊∞(R)/HST(í“ËcçHèä)/0,,,,
644,KNo=118981 ,HinList=2300/2301/2302/2303/2340/2341/2342/2343/2344/2345/2346/2380/2420/2421/2422/2423/2460/2480/5220 ,MkrList=2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2180/2840/2840/2840/2840/2290/2290/2180 ,parSyadaiNo=0,
645,ParamList=09317/0035////0/500 ,KurumaInfo=118981/7/Ω ﬁŸ/9/ª› ﬁ∞ 660 ƒ◊Ø∏/9317/0032-0036 0110/GD-TT2/9808/0004/EN07V/660,,,
646,ParamList='54500AX000'/-1///0,,,,
647,ParamList='48520AX025'/-1///0,,,,
648,,KNoList=111849/106392/106390 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
649,ParamList=11626/0001////0/500 ,KurumaInfo=111849/2/ì˙éY/75/∑≠∞Ãﬁ 1400 DOHC/11626/0001 0002/UA-BZ11/0310/0404/CR14DE/1400,,,
650,ParamList='485204A00A'/-1///0,,,,
651,ParamList='485204A0A1'/-1///0,,,,
652,ParamList='482044A0A0'/-1///0,,,,
653,ParamList=//FC9JCAP///0/500 ,KurumaInfo=144482/13/ì˙ñÏ/1/⁄›ºﬁ¨∞ 5100 DSL ¿∞Œﬁ/0//SDG-FC9JCAP/1107/1204/J05E/5100,,,
654,,KNoList=118898/118899 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
655,ParamList='392424A00E'/-1///0,,,,
656,ParamList='392414A01J'/-1///0,,,,
657,ParamList='B24014A0A2'/-1///0,,,,
658,,KNoList=118898/118899 ,HinList=3360/3360/3360/3361/3361/3361/3362/3362/3362/3363/3363/3363/3364/3364/3364/3365/3365/3365/3366/3366/3366/3380/3380/3380/3381/3381/3381/3382/3382/3382/3383/3383/3383/3384/3384/3384/3385/3385/3385/3386/3386/3386/3880/3881/3882/3840/3841/3842/3845/3843/3844/3800/3801/3802/3800/3801/3800/3802 ,MkrList=2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2780/2800/2820/2840/2840/2840/1040/1040/1040/1040/1040/1040/1040/1040/1040/2840/2840/2640/2640,
659,,KNoList=118898/118899 ,HinList=2880/3880/3881/3882/4620/4650/4700/4701/4702/4703/4710/4711/4712/4713/4714/4740/4741/4742/4743/4745/4780/4781/4782/4783/4784/4785/4786/4840/4841/4842/4843/4844/4860/4861/4862/4880/4900/4901/4902/4960/4972/4973/4974/4975/4984/4985/5020/5060/5061/5062/5160/5220/5221/5222/5260/5261/5270/5280/5290/5320/5340/5380/5420/5440/5460/5480/5500/5510/5511/5512/5520/5550/5570/5580/5620/5621/5622/5625/5630/5631/5660/5700/5701/5702/5740/5741/5742/5780/5800/5820/5840/5860/5880/5900/5920/5900/5920/5940/5960/5980/... ,MkrList=2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/2840/4360/4360/2840/2840/2840/...,
660,,KNoList=118898/118899 ,HinList=3320/3321/3320/3321/3040/3080/3041/3081/3120/3121/3122/3123/3042/3082/3160/3161/3162/3163/3200/3201/3202/3205/3206/3207/3208/3245/3246/3247/3248/3240/3241/3242/3280/3281/3282/3920/3921/3922/3960/3961/3962/3963/4000/4001/4002/4003/4040/4080/4081/4082/4083/4084/4085/4160/4180/4200/4220/4230/4260/4261/4262/4300/4340/4360 ,MkrList=4280/4280/3600/3600/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/2200/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600/3600,
661,,KNoList=118898/118899 ,HinList=1021/1021/1021/1025/1101/1141/1181/1181/1120/1121/1022/1022/1022/1026/1102/1142/1182/1182/1301/1341/1381/1421/1303/1302/1342/1382/1422/1061/1062/1061/1062/1061/1062 ,MkrList=1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/1040/3200/2260/2260/4280/4280/4280/2260/2260/2260/4280/4280/2260/2260/2260/4280/4280/1040/1040/3200/3200/2260/2260,
