月日,時刻,子ユーザ,入力値,コマンド,ParamList,LCResult,KNo,ResultList,KNoList,WinVer,KurumaInfo,Win64,UKey,parSyadaiNo,HinList,MkrList,date
2021-12-17,18:13:52,Taiyoubuhinten-2,,ログアウト,"['', '']",lcNotLogin,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-17 18:13:52
2021-12-18,21:12:52,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-18 21:12:52
2021-12-21,10:23:41,Taiyoubuhinten-2,,積算部品検索,"['', '']",,,"['', '']","['136670', '138238 ']",,"['', '']",,"['', '']",,"['2120', '2121', '2122', '2123', '2124', '2125', '2140', '2141', '2142', '2260 ']","['2280', '2280', '2280', '2280', '2280', '2280', '2280', '2280', '2280', '2280']",2021-12-21 10:23:41
2021-12-22,13:57:39,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-22 13:57:39
2021-12-23,17:47:00,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-23 17:47:00
2021-12-24,17:45:54,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-24 17:45:54
2021-12-25,16:26:33,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-25 16:26:33
2021-12-28,08:40:02,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-28 08:40:02
2021-12-29,11:21:28,Taiyoubuhinten-2,BP6EKN,互換検索,"[""'BP6EKN'"", '-1', '', '', '0']",,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-29 11:21:28
2021-12-29,13:09:57,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2021-12-29 13:09:57
2022-01-05,11:13:12,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-05 11:13:12
2022-01-06,15:16:10,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-06 15:16:10
2022-01-07,15:56:42,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-07 15:56:42
2022-01-08,17:07:01,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-08 17:07:01
2022-01-10,16:42:41,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-10 16:42:41
2022-01-11,15:16:00,Taiyoubuhinten-2,,ログアウト,"['', '']",lcLoggedIn,,"['', '']","['', '']",,"['', '']",,"['', '']",,[''],[''],2022-01-11 15:16:00
